,Address,Price,Beds,Baths,Area_Sqft,City,Zipcode,Time_on_Redfin(days),Property Type,Year_built,Community,Lot_Size_Sqft,Est_Monthly_Payt,Est_Redfin_Price,Price/Sq.Ft.,Buyer_Agent_Commission,HOA_Dues,Style
1021,"1608 1st St,Richmond, CA 94801",584900,3,2.5,1249,Richmond,94801,81,Single Family Residential,2006,NORTH RICHMOND,2500,4248,593236,468,2,0,Unknown
1022,"1811 Pennsylvania Ave,Richmond, CA 94801",450000,2,1,871,Richmond,94801,88,Single Family Residential,1908,RICHMOND,3300,3269,1469274,517,2,0,Craftsman
1023,"6219 San Pablo Dam Rd,El Sobrante, CA 94803",1595000,5,3,2224,Richmond,94803,92,Single Family Residential,2023,Richmond,14374,11585,1560980,717,2,0,Modern/High Tech
1024,"5312 Ridgeview Cir #2,El Sobrante, CA 94803",310998,1,1,611,Richmond,94803,93,Condo,1978,El Sobrante,614,2752,307982,509,2,493,Unknown
1025,"5601 Glenn Ave,San Pablo, CA 94806",749000,3,2,1156,Richmond,94806,97,Single Family Residential,Unknown,San Pablo,7650,5440,1469274,648,2,0,Contemporary
1026,"786 8th St,Richmond, CA 94801",999999,7,4,2916,Richmond,94801,114,Multi-Family (2-4 Unit),1965,Richmond,5001,7263,979326,343,2,0,Contemporary
1027,"52 Lakeshore Ct,Richmond, CA 94804",379000,1,1,549,Richmond,94804,114,Condo,1991,Richmond,2125,3202,1469274,690,2,449,Unknown
1028,"5316 Rainier Rd,Richmond, CA 94804",689990,3,3,1318,Richmond,94804,118,Townhouse,Unknown,Richmond,29160,5271,1469274,524,2,259,Traditional
1029,"409 W Richmond Ave,Richmond, CA 94801",930000,4,0,2484,Richmond,94801,119,Multi-Family (2-4 Unit),1902,DOWNTOWN POINT,4000,6755,908339,374,2,0,Unknown
1030,"5134 Columbia Ave,Richmond, CA 94804",1099000,4,3.5,2547,Richmond,94804,123,Single Family Residential,1926,Richmond,6050,7983,1057923,431,2,0,"Bungalow, Vintage, See Remarks"
1031,"1201 Brickyard Way #208,Richmond, CA 94801",699000,2,2,1241,Richmond,94801,123,Condo,1987,BRICKYARD LANDNG,29160,5920,687414,563,2,843,Contemporary
1032,"812 Marina Way S,Richmond, CA 94804",744990,3,3,1780,Richmond,94804,129,Condo,2021,MARINA BAY NORTH,29160,5566,741225,419,2,155,Contemporary
1033,"18 W Chanslor Ct,Richmond, CA 94801",273000,2,1,781,Richmond,94801,135,Townhouse,1942,RICHMOND,29160,2534,273653,350,3,551,Contemporary
1034,"854 7th St,Richmond, CA 94801",888000,8,0,3023,Richmond,94801,137,Multi-Family (2-4 Unit),1917,Richmond,4000,6450,873550,294,2,0,Unknown
1035,"720 Alamo Ave,Richmond, CA 94801",469000,2,1,528,Richmond,94801,137,Single Family Residential,1930,Richmond,5000,3407,479307,888,2,0,Cottage
1036,"1532 Chanslor Ave,Richmond, CA 94801",350000,3,1,890,Richmond,94801,137,Condo,1981,RICHMOND,29160,2874,344642,393,2,332,Contemporary
1037,"1100 Lassen St,San Pablo, CA 94806",650000,2,1,1300,Richmond,94806,138,Single Family Residence,1920,San Pablo,7200,4721,663352,500,3,0,Unknown
1038,"754 Golden Gate Ave,Point Richmond, CA 94801",1295000,4,2,2652,Richmond,94801,151,Single Family Residential,1904,Point Richmond,8002,9406,1221162,488,2,0,Vintage
1039,"5312 Sacramento Ave,Richmond, CA 94804",1200000,5,0,2500,Richmond,94804,162,Multi-Family (2-4 Unit),1953,RICHMOND ANNEX,6100,8716,1122274,480,2,0,Unknown
1040,"1469 Sandpiper Spit,Richmond, CA 94801",2998000,4,5,4492,Richmond,94801,170,Single Family Residential,2005,BRICKYARD COVE,6164,21974,2888353,667,2,198,Contemporary
1041,"1414 Nevin Plz,Richmond, CA 94801",495000,3,3,1482,Richmond,94801,187,Townhouse,2004,Richmond,29160,3880,490389,334,2,285,Unknown
1042,"326 Marina Way,RICHMOND, CA 94801",524888,2,2,1470,Richmond,94801,194,Condo,2004,RICHMOND,900,4122,515301,357,2,310,Contemporary
1043,"10300 San Pablo Ave #106,El Cerrito, CA 94530",648000,2,1.5,927,Richmond,94530,201,Condo,2021,EL CERRITO,29160,5225,645569,699,2,518,Contemporary
1044,"203 Bissell Ave,Richmond, CA 94801",1299000,16,0,3932,Richmond,94801,215,Multi-Family (2-4 Unit),1908,Richmond,3656,9435,1246559,330,2,0,Unknown
1045,"547 18th St,Richmond, CA 94801",389000,2,1,818,Richmond,94801,255,Single Family Residential,1915,WEST RICHMOND,2825,2825,487778,476,2,0,Bungalow
1046,"1200 Brickyard Way #201,Richmond, CA 94801",739000,2,2,1458,Richmond,94801,279,Condo,1985,BRICKYARD LANDNG,29160,6245,729962,507,2,877,Contemporary
1047,"3000 Barkley Dr,San Pablo, CA 94806",750000,3,2,1296,Richmond,94806,457,Single Family Residential,1963,WHITECLIFF,6600,5448,741230,579,3,0,Ranch
1048,"1208 Santa Clara St,Richmond, CA 94804",544000,2,0,1302,Richmond,94804,577,Multi-Family (2-4 Unit),1943,RICHMOND ANNEX,6018,3951,529379,418,2,0,Unknown
1049,"1319 Kelsey St Unit A/B,Richmond, CA 94801",649000,2,1,518,Richmond,94801,2,Multi-Family (2-4 Unit),1916,Richmond,2500,4714,649159,1253,2,0,Unknown
1050,"Residence 3,Richmond, CA 94806",1527431,4,3,2541,Richmond,94806,0,Single Family Residential,Unknown,Bay View at Richmond,29160,7372,1469274,399,2,0,Unknown
1051,"Residence 4,Richmond, CA 94806",1527431,4,3,2771,Richmond,94806,0,Single Family Residential,Unknown,Bay View at Richmond,29160,7612,1469274,378,2,0,Unknown
1052,"Residence 1,Richmond, CA 94806",1527431,4,2,1910,Richmond,94806,0,Single Family Residential,Unknown,Bay View at Richmond,29160,6668,1469274,481,2,0,Unknown
1053,"Residence 2,Richmond, CA 94806",1527431,4,3,2320,Richmond,94806,0,Single Family Residential,Unknown,Bay View at Richmond,29160,6958,1469274,413,2,0,Unknown
1054,"214 Roundtree Blvd,San Rafael, CA 94903",489000,2,1.5,949,San Rafael,94903,0,Condo,1971,San Rafael,684,4088,489673,515,2,536,Unknown
1055,"255 Baypoint Dr,San Rafael, CA 94901",1595000,3,3,1980,San Rafael,94901,2,Single Family Residential,1999,Baypoint Village,3568,11935,1469274,806,2,350,Contemporary
1056,"14 Baywood Ter,San Rafael, CA 94901",2150000,5,3.5,3685,San Rafael,94901,2,Single Family Residential,2003,San Rafael,18730,15816,2159823,583,2,200,Contemporary
1057,"100 Thorndale Dr #103,San Rafael, CA 94903",292000,2,2,1096,San Rafael,94903,2,Condo (Co-op),1985,San Rafael,29160,7302,292019,266,2,5485,Contemporary
1058,"47 Gable Ct,San Rafael, CA 94903",770000,3,2,1397,San Rafael,94903,3,Townhouse,1993,The Gables,727,6269,775207,551,2,676,Contemporary
1059,"213 Spruce Ct,San Rafael, CA 94903",1829000,4,4,2856,San Rafael,94903,3,Single Family Residential,2004,San Rafael,9017,13362,1853717,640,2,77,Contemporary
1060,"49 Bret Harte Rd,San Rafael, CA 94901",6200000,5,6,6295,San Rafael,94901,3,Single Family Residential,2005,San Rafael,51836,45033,1469274,985,2,0,"Contemporary, Mediterranean"
1061,"1 Grand Ct,San Rafael, CA 94901",1649000,3,2,2298,San Rafael,94901,3,Single Family Residential,1962,San Rafael,6159,11977,1648611,718,2,0,Ranch
1062,"100 Marin Center Dr #5,San Rafael, CA 94903",529000,2,1.5,1112,San Rafael,94903,4,Condo,1974,San Rafael,3498,4442,528103,476,2,600,Unknown
1063,"71 Sidney Ct,San Rafael, CA 94903",1998000,4,3.5,2040,San Rafael,94903,4,Single Family Residential,1962,San Rafael,22215,14512,1967472,979,2,0,"Contemporary, Mid-Century"
1064,"116 Wimbledon Way,San Rafael, CA 94901",2294000,4,3,3024,San Rafael,94901,4,Single Family Residential,1964,San Rafael,12196,16662,2302100,759,2,0,Mid-Century
1065,"2170 Las Gallinas Ave,San Rafael, CA 94903",1295000,3,2,1470,San Rafael,94903,4,Single Family Residential,1959,San Rafael,7919,9406,1294665,881,2,0,Unknown
1066,"303 Belle Ave,San Rafael, CA 94901",1150000,3,2,2022,San Rafael,94901,4,Single Family Residential,1920,San Rafael,5480,8353,1153001,569,2,0,Farmhouse
1067,"800 Las Colindas Rd,San Rafael, CA 94903",1395000,3,2,1555,San Rafael,94903,6,Single Family Residential,1955,San Rafael,13503,10132,1487143,897,2,0,Mid-Century
1068,"259 C St,San Rafael, CA 94901",1299000,4,2,2324,San Rafael,94901,8,Single Family Residential,1925,San Rafael,4800,9435,1298261,559,2,0,"Victorian, Vintage"
1069,"16 Woodoaks Dr,San Rafael, CA 94903",876000,3,2.5,1568,San Rafael,94903,9,Townhouse,1974,San Rafael,4356,6993,1469274,559,2,630,Unknown
1070,"17 Moncada Way,San Rafael, CA 94901",6995000,8,7,6834,San Rafael,94901,10,Single Family Residential,1952,San Rafael,29160,50808,6881953,1024,2,0,Unknown
1071,"600 Deer Valley Rd Unit 2H,San Rafael, CA 94903",375000,1,1,772,San Rafael,94903,10,Condo,1991,Smith Ranch Homes,772,5329,375417,486,2,2605,Unknown
1072,"115 Marina Blvd,San Rafael, CA 94901",1850000,4,4,2708,San Rafael,94901,10,Single Family Residential,1948,San Rafael,38768,13437,1469274,683,2,0,Unknown
1073,"630 N San Pedro Rd,San Rafael, CA 94903",1199000,4,3,2345,San Rafael,94903,10,Single Family Residential,1956,San Rafael,21780,8709,1282394,511,2,0,Contemporary
1074,"9 Cermenho Ct,San Rafael, CA 94903",1890000,4,2,1827,San Rafael,94903,11,Single Family Residential,1960,San Rafael,8250,13728,1996048,1034,2,0,Unknown
1075,"12 Woodland Ave,San Rafael, CA 94901",1495000,0,2,2656,San Rafael,94901,12,Multi-Family (5+ Unit),1963,San Rafael,9091,10859,1469274,563,2,0,Unknown
1076,"24 Village Cir,San Rafael, CA 94903",499000,2,1,675,San Rafael,94903,13,Condo,1985,San Rafael,672,4124,500981,739,2,500,Unknown
1077,"100 Thorndale Dr #332,San Rafael, CA 94903",485000,2,2,1580,San Rafael,94903,13,Condo,1985,San Rafael,1437,3523,485054,307,2,0,Mediterranean
1078,"131 Kinross Dr,San Rafael, CA 94901",1949000,3,2,2100,San Rafael,94901,14,Single Family Residential,1958,San Rafael,23958,14171,1469274,928,2,15,"Contemporary, Ranch"
1079,"711 Montecillo Rd,San Rafael, CA 94903",1849000,4,2,2221,San Rafael,94903,15,Single Family Residential,1956,San Rafael,8638,13430,1897478,833,2,0,Mid-Century
1080,"1 Sailmaker Ct,San Rafael, CA 94903",579000,2,1,987,San Rafael,94903,15,Condo,1984,Captains Cove,1259,4676,578009,587,2,470,Unknown
1081,"89 Gable Ct,San Rafael, CA 94903",1055000,3,2.5,1904,San Rafael,94903,16,Townhouse,1996,San Rafael,1904,8403,1469274,554,2,740,Unknown
1082,"576 Wakerobin Ln,San Rafael, CA 94903",1500000,3,2,1392,San Rafael,94903,16,Single Family Residential,1954,San Rafael,6599,10895,1544087,1078,2,0,Unknown
1083,"265 Woodland Ave,San Rafael, CA 94901",1395000,4,3,2049,San Rafael,94901,16,Single Family Residential,1905,San Rafael,8400,10132,1469274,681,2,0,Craftsman
1084,"50 Deer Park Ave,San Rafael, CA 94903",3295000,5,4.5,3564,San Rafael,94903,17,Single Family Residential,1958,San Rafael,10359,23933,1469274,925,2,0,Unknown
1085,"400 Deer Valley Rd Unit 3J,San Rafael, CA 94903",365000,1,1,772,San Rafael,94903,18,Condo,1991,San Rafael,771,5256,364414,473,2,2605,Unknown
1086,"21 Eye St,San Rafael, CA 94901",3295000,5,4,3192,San Rafael,94901,18,Single Family Residential,2014,San Rafael,10097,23933,3272880,1032,2,0,Unknown
1087,"100 Thorndale Dr #244,San Rafael, CA 94903",265000,2,1.5,1096,San Rafael,94903,19,Condo,1985,San Rafael,1080,6852,279170,242,2,4927,Unknown
1088,"235 Belle Ave,San Rafael, CA 94901",1195000,4,2,1600,San Rafael,94901,22,Multi-Family (2-4 Unit),Unknown,Happy Valley,5475,8680,1196987,747,2,0,Traditional
1089,"40 Bayhills Dr,San Rafael, CA 94903",2600000,3,4,2575,San Rafael,94903,23,Single Family Residential,1995,San Rafael,29160,18885,2249641,1010,2,0,Contemporary
1090,"100 Thorndale Dr #421,San Rafael, CA 94903",325000,2,2,1300,San Rafael,94903,23,Condo,1985,San Rafael,1259,7968,324750,250,2,5607,Unknown
1091,"71 Convent Ct,San Rafael, CA 94901",1995000,3,2,1885,San Rafael,94901,23,Single Family Residential,1963,Dominican,23086,14491,1967589,1058,2,0,Mid-Century
1092,"887 Butternut Dr,San Rafael, CA 94903",1748000,4,2.5,3143,San Rafael,94903,23,Single Family Residential,1976,San Rafael,23958,12696,1734740,556,2,0,Other
1093,"100 Deer Valley Rd Unit GB,San Rafael, CA 94903",1050000,2,2,1318,San Rafael,94903,23,Condo,1989,Smith Ranch Homes,29160,11229,1047295,797,2,3602,Contemporary
1094,"11 Mcnear Dr,San Rafael, CA 94901",1650000,4,2,2806,San Rafael,94901,23,Single Family Residential,1965,San Rafael,11325,11985,1619340,588,2,0,Ranch
1095,"833 Belle Ave,San Rafael, CA 94901",1335000,3,1,1192,San Rafael,94901,24,Single Family Residential,1942,San Rafael,5828,9697,1322899,1120,2,0,Unknown
1096,"56 Dominican Dr,San Rafael, CA 94901",1659000,4,2.5,2094,San Rafael,94901,25,Single Family Residential,1964,Dominican,10293,12050,1637776,792,2,0,Traditional
1097,"75 Via Barranca,Greenbrae, CA 94904",1995000,4,3,2286,San Rafael,94904,25,Single Family Residential,1958,Greenbrae,8398,14491,1977566,873,2,0,"Contemporary, Ranch"
1098,"50 Baywood Ter,San Rafael, CA 94901",2550000,3,3.5,3885,San Rafael,94901,25,Single Family Residential,2006,San Rafael,9200,18722,2520087,656,2,200,Contemporary
1099,"600 Deer Valley Rd Unit 1K,San Rafael, CA 94903",550000,1,2,1140,San Rafael,94903,25,Condo,1991,San Rafael,1141,6993,543723,482,2,2998,Unknown
1100,"21 Roberts Ave,San Rafael, CA 94901",599000,3,1,1383,San Rafael,94901,26,Single Family Residential,1904,San Rafael,6800,4351,1469274,433,2,0,Contemporary
1101,"134 Maywood Way,San Rafael, CA 94901",1695000,4,2.5,2130,San Rafael,94901,28,Single Family Residential,1964,San Rafael,8821,12312,1700259,796,2,0,"Contemporary, Ranch"
1102,"384 Miller Creek Rd,San Rafael, CA 94903",1395000,5,3,1770,San Rafael,94903,30,Single Family Residential,1955,San Rafael,7802,10132,1378738,788,2,0,"Cape Cod, Traditional"
1103,"50 Sonoma St #15,San Rafael, CA 94901",369000,2,1,966,San Rafael,94901,31,Condo,1962,San Rafael,1398,3234,388539,382,2,554,Unknown
1104,"13 Dominican Dr,San Rafael, CA 94901",1850000,4,3,2629,San Rafael,94901,31,Single Family Residential,1961,San Rafael,6935,13437,1841363,704,2,0,Unknown
1105,"68 Upper Oak Dr,San Rafael, CA 94903",1795000,3,3.5,2990,San Rafael,94903,31,Single Family Residential,1968,Mont Marin,8320,13040,1791950,600,2,2,Traditional
1106,"279 Devon Dr,San Rafael, CA 94903",1269000,4,2,1465,San Rafael,94903,32,Single Family Residential,1960,San Rafael,6120,9217,1259881,866,2,0,Mid-Century
1107,"44 Blossom Dr,San Rafael, CA 94901",2150000,4,3,2201,San Rafael,94901,32,Single Family Residential,1953,San Rafael,42688,15616,2139807,977,2,0,"Contemporary, Ranch"
1108,"347 Jewell St,San Rafael, CA 94901",1977000,4,3,2715,San Rafael,94901,32,Single Family Residential,1970,Dominican,29160,14360,1932270,728,2,0,"Chalet, Contemporary"
1109,"1924 Grand Ave,San Rafael, CA 94901",1150000,3,2.5,1440,San Rafael,94901,34,Single Family Residential,1956,San Rafael,6194,8353,1134887,799,2,0,Craftsman
1110,"100 Deer Valley Rd Unit GC,San Rafael, CA 94903",360000,1,1,753,San Rafael,94903,35,Condo,1990,Smith Ranch Homes,29160,6217,358439,478,2,3602,Contemporary
1111,"35 Fairfax St #8,San Rafael, CA 94901",299000,2,1,864,San Rafael,94901,37,Condo,1963,San Rafael,862,2772,296001,346,2,600,Colonial
1112,"51 Hillside Ave,San Rafael, CA 94901",1795000,3,2.5,2460,San Rafael,94901,40,Single Family Residential,1975,San Rafael,43995,13038,1796989,730,2,0,Contemporary
1113,"3 Baldwin Ct,San Rafael, CA 94901",1849000,4,3.5,3045,San Rafael,94901,42,Single Family Residential,1981,San Rafael,47480,13430,1803943,607,2,0,Contemporary
1114,"255 Knight Dr,San Rafael, CA 94901",1395000,3,2,1608,San Rafael,94901,43,Single Family Residential,1964,San Rafael,8250,10132,1380318,868,2,0,Contemporary
1115,"100 Thorndale Dr #338,San Rafael, CA 94903",80000,1,1,660,San Rafael,94903,43,Condo,1985,San Rafael,651,4575,82219,121,2,3994,Contemporary
1116,"100 Thorndale Dr #146,San Rafael, CA 94903",125000,1,1,660,San Rafael,94903,43,Condo,1985,San Rafael,651,4902,124528,189,2,3994,Contemporary
1117,"100 Thorndale Dr #436,San Rafael, CA 94903",49000,1,1,660,San Rafael,94903,43,Condo,1985,San Rafael,649,4156,56316,74,2,3800,Contemporary
1118,"Sign In for Address,San Rafael, CA 94901",1389500,3,2.5,1779,San Rafael,94901,43,Townhouse,2024,Not Listed,3392,10760,1374668,781,2,667,"Bungalow, Craftsman"
1119,"18 Falmouth Cv,San Rafael, CA 94901",779900,3,2,1873,San Rafael,94901,44,Single Family Residential,1982,San Rafael,5759,5773,815826,416,2,108,Unknown
1120,"79 Village Cir,San Rafael, CA 94903",575000,2,2,711,San Rafael,94903,44,Condo,1986,San Rafael,710,4676,570026,809,2,500,Unknown
1121,"2 San Marino Ct,San Rafael, CA 94901",2795000,5,3.5,3655,San Rafael,94901,44,Single Family Residential,1963,San Rafael,14374,20301,1469274,765,2,0,Contemporary
1122,"49 Creekside Dr,San Rafael, CA 94903",1675000,4,2.5,2497,San Rafael,94903,44,Single Family Residential,1994,San Rafael,5615,12166,1469274,671,2,0,Contemporary
1123,"34 Mount Tallac Ct,San Rafael, CA 94903",1895000,5,2.5,2740,San Rafael,94903,44,Single Family Residential,1971,Lucas Valley,7000,13884,1892528,692,2,120,Contemporary
1124,"121 Paseo Way,Greenbrae, CA 94904",1789000,3,2,1952,San Rafael,94904,44,Single Family Residential,1971,Greenbrae,9840,12994,1749823,916,2,0,Contemporary
1125,"57 Bay Way,San Rafael, CA 94901",2625000,4,3.5,4062,San Rafael,94901,44,Single Family Residential,1982,San Rafael,28314,19092,2634552,646,2,25,Contemporary
1126,"Sign In for Address,San Rafael, CA 94901",1790000,3,3.5,2127,San Rafael,94901,46,Single Family Residential,2022,Not Listed,5702,13252,1807409,842,2,250,Bungalow
1127,"Sign In for Address,San Rafael, CA 94901",2749000,4,3.5,3351,San Rafael,94901,46,Single Family Residential,2023,Not Listed,6641,20217,2711087,820,2,250,Bungalow
1128,"5 Heatherstone Ln,San Rafael, CA 94903",2699000,4,3,4436,San Rafael,94903,61,Single Family Residential,1992,San Rafael,47480,19690,2653664,608,2,86,Contemporary
1129,"13 Washington Ave,San Rafael, CA 94903",1199000,3,2,1532,San Rafael,94903,65,Single Family Residential,1948,San Rafael,7601,8709,1188376,783,2,0,Unknown
1130,"2113 Las Gallinas Ave,San Rafael, CA 94903",1124000,3,2,1470,San Rafael,94903,66,Single Family Residential,1959,San Rafael,10729,8164,1088633,765,2,0,Ranch
1131,"1 Locust Ave,San Rafael, CA 94901",8500000,8,7.5,8005,San Rafael,94901,67,Single Family Residential,1892,Dominican,92782,61739,8151971,1062,2,0,Victorian
1132,"134 Linden Ln,San Rafael, CA 94901",1795000,4,3,2695,San Rafael,94901,72,Single Family Residential,1948,San Rafael,12196,13038,1759257,666,2,0,Traditional
1133,"3 Marinita Ave,San Rafael, CA 94901",2675000,6,4.5,4812,San Rafael,94901,73,Single Family Residential,1903,San Rafael,13939,19430,2603466,556,2,0,Victorian
1134,"120 Kinross Dr,San Rafael, CA 94901",2499000,5,3.5,3492,San Rafael,94901,78,Single Family Residential,1956,San Rafael,14810,18166,2439283,716,2,15,Ranch
1135,"22 Rubicon Ct,San Rafael, CA 94903",1995000,3,2.5,2460,San Rafael,94903,82,Single Family Residential,1963,San Rafael,11325,14611,1954229,811,2,120,Mid-Century
1136,"8 Laurel Pl,San Rafael, CA 94901",1895000,8,5,4320,San Rafael,94901,82,Multi-Family (2-4 Unit),1913,San Rafael,7000,13764,1821403,439,2,0,Unknown
1137,"33 Meadow Dr,San Rafael, CA 94903",1349000,5,3,2565,San Rafael,94903,87,Single Family Residential,1946,San Rafael,7562,9798,1330984,526,2,0,Contemporary
1138,"200 Deer Valley Rd Unit 3B,San Rafael, CA 94903",455000,1,1.5,872,San Rafael,94903,88,Condo,1991,San Rafael,871,5987,445466,522,2,2682,Contemporary
1139,"277 Union St,San Rafael, CA 94901",1665000,3,2.5,1668,San Rafael,94901,88,Single Family Residential,Unknown,Happy Valley,7500,12094,1469274,998,2,0,Modern/High Tech
1140,"14 Sentinel Ct,San Rafael, CA 94901",2298000,6,4.5,4250,San Rafael,94901,89,Multi-Family (2-4 Unit),1880,San Rafael,14810,16691,1469274,541,2,0,Victorian
1141,"802 B St,San Rafael, CA 94901",3432000,1,4,10488,San Rafael,94901,90,Multi-Family (5+ Unit),1986,San Rafael,4835,24928,1469274,327,2,0,Unknown
1142,"60 Upper Toyon Dr,Kentfield, CA 94904",3515000,3,4,4000,San Rafael,94904,91,Single Family Residential,1971,Kentfield,29160,25531,3483770,879,2,0,Cape Cod
1143,"115 Oak Dr,San Rafael, CA 94901",1940000,3,2.5,1800,San Rafael,94901,91,Single Family Residential,Unknown,San Rafael,29160,14091,1910370,1078,2,0,"Art Deco, Bungalow, Contemporary, Cottage, Other"
1144,"6 Leona Dr,San Rafael, CA 94903",2475000,4,3.5,3507,San Rafael,94903,92,Single Family Residential,1999,San Rafael,34412,17977,2362518,706,2,0,Craftsman
1145,"100 Marin Center Dr #4,San Rafael, CA 94903",535000,2,1.5,1112,San Rafael,94903,96,Condo,1974,San Rafael,3498,4486,522708,481,2,600,Unknown
1146,"1380 Lincoln Ave,San Rafael, CA 94901",4230000,8,4,2406,San Rafael,94901,102,Multi-Family (5+ Unit),1965,San Rafael,9500,30724,1469274,1758,2,0,Unknown
1147,"5 Hammondale Ct,San Rafael, CA 94901",1200000,3,3,1694,San Rafael,94901,103,Multi-Family (2-4 Unit),1952,San Rafael,4874,8716,1166581,708,2,0,Contemporary
1148,"1 Hammondale Ct,San Rafael, CA 94901",1550000,5,6,2080,San Rafael,94901,103,Multi-Family (2-4 Unit),1957,San Rafael,4604,11258,1497169,745,2,0,Contemporary
1149,"100 Thorndale Dr #435,San Rafael, CA 94903",380000,2,2,1096,San Rafael,94903,107,Condo,1985,Villa Marin,1080,7909,369105,347,2,5149,Contemporary
1150,"400 Deer Valley Rd Unit 4B,San Rafael, CA 94903",595000,1,2,948,San Rafael,94903,107,Condo,1990,Smith Ranch Homes,29160,8146,583559,628,2,3824,Contemporary
1151,"100 Thorndale Dr #217,San Rafael, CA 94903",510000,2,2,1310,San Rafael,94903,113,Condo,1985,San Rafael,1198,9304,502383,389,2,5600,Unknown
1152,"100 Thorndale Dr #360,San Rafael, CA 94903",128000,1,1,660,San Rafael,94903,121,Condo,1985,San Rafael,649,4730,135684,194,2,3800,Unknown
1153,"100 Thorndale Dr #432,San Rafael, CA 94903",295000,1,1,790,San Rafael,94903,121,Condo,1985,San Rafael,775,6243,288570,373,2,4100,Unknown
1154,"44 Marin Bay Park Ct,San Rafael, CA 94901",4995000,5,5.5,5560,San Rafael,94901,135,Single Family Residential,1989,Marin Bay Park,15681,36560,4687955,898,2,279,"Contemporary, Mediterranean"
1155,"100 Thorndale Dr #252,San Rafael, CA 94903",150000,1,1,770,San Rafael,94903,141,Condo,1985,San Rafael,749,5390,162322,195,2,4300,Unknown
1156,"448 Fairhills Dr,San Rafael, CA 94901",3099000,5,3.5,4344,San Rafael,94901,142,Single Family Residential,1949,Fairhills,49658,22512,2944230,713,2,3,"Contemporary, Mid-Century"
1157,"100 Thorndale Dr #151,San Rafael, CA 94903",278000,2,2,1015,San Rafael,94903,142,Condo (Co-op),1985,San Rafael,29160,6619,273339,274,2,4889,Contemporary
1158,"1200 Bayhills Dr,San Rafael, CA 94903",2995000,4,2.5,3495,San Rafael,94903,144,Single Family Residential,1996,San Rafael,257439,21754,2899107,857,2,0,Craftsman
1159,"100 Thorndale Dr #101,San Rafael, CA 94903",649000,2,2,1250,San Rafael,94903,158,Condo,1985,San Rafael,1215,10314,675988,519,2,5600,Unknown
1160,"100 Thorndale Dr #246,San Rafael, CA 94903",185000,1,1,820,San Rafael,94903,158,Condo,1985,San Rafael,800,5741,234984,226,2,4397,Contemporary
1161,"100 Thorndale Dr #454,San Rafael, CA 94903",84000,1,1,660,San Rafael,94903,176,Condo,1985,San Rafael,649,4881,89857,127,2,4271,Contemporary
1162,"100 Thorndale Dr #319,San Rafael, CA 94903",339000,1,2,1030,San Rafael,94903,176,Condo,1985,San Rafael,1019,7362,1469274,329,2,4900,Unknown
1163,"100 Thorndale Dr #255,San Rafael, CA 94903",169000,1,1,790,San Rafael,94903,213,Condo,1985,San Rafael,775,5555,218045,214,2,4327,Unknown
1164,"Sign In for Address,San Rafael, CA 94901",2285670,4,4,3220,San Rafael,94901,218,Single Family Residential,2023,Not Listed,4424,16851,2286277,710,2,249,Bungalow
1165,"100 Thorndale Dr #212,San Rafael, CA 94903",100000,1,1,674,San Rafael,94903,222,Condo,1985,San Rafael,671,4755,95558,148,2,4029,Contemporary
1166,"777 Grand Ave #204,San Rafael, CA 94901",480000,1,1,1066,San Rafael,94901,225,Condo,1988,San Rafael,1067,4141,474025,450,2,655,Unknown
1167,"100 Thorndale Dr #303,San Rafael, CA 94903",178000,1,1,790,San Rafael,94903,241,Condo,1985,San Rafael,775,5615,175858,225,2,4322,Contemporary
1168,"100 Thorndale Dr #322,San Rafael, CA 94903",299950,2,2,1000,San Rafael,94903,242,Condo,1985,San Rafael,992,7030,291983,300,2,4851,Contemporary
1169,"11 Riviera Pl,San Rafael, CA 94901",2980000,5,4,3344,San Rafael,94901,264,Single Family Residential,1961,San Rafael,20908,21656,1469274,891,2,11,Craftsman
1170,"100 Thorndale Dr #267,San Rafael, CA 94903",215000,2,2,1087,San Rafael,94903,270,Condo,1985,San Rafael,29160,6451,240261,198,2,4889,Contemporary
1171,"100 Thorndale Dr #420,San Rafael, CA 94903",279000,2,2,1000,San Rafael,94903,323,Condo,1985,San Rafael,993,6877,304355,279,2,4851,Unknown
1172,"100 Thorndale Dr #204,SAN RAFAEL, CA 94903",219000,1,1,857,San Rafael,94903,348,Condo,1985,SAN RAFAEL,29160,5912,1469274,256,3,4321,Unknown
1173,"100 Thorndale Dr #135,San Rafael, CA 94903",150000,2,2,1030,San Rafael,94903,353,Condo,1985,San Rafael,1019,6016,1469274,146,2,4926,Unknown
1174,"100 Thorndale Dr #124,San Rafael, CA 94903",210000,1,1,770,San Rafael,94903,399,Condo (Co-op),1985,San Rafael,749,5578,211520,273,2,4271,Unknown
1175,"100 Thorndale Dr #222,San Rafael, CA 94903",250000,1,1,770,San Rafael,94903,402,Condo,1985,San Rafael,749,5997,248040,325,2,4181,Unknown
1176,"100 Thorndale Dr #206,San Rafael, CA 94903",86900,1,1,660,San Rafael,94903,427,Condo,1985,San Rafael,651,4680,157031,132,2,4049,Contemporary
1177,"100 Thorndale Dr #309,San Rafael, CA 94903",75000,1,1,674,San Rafael,94903,569,Condo,1985,San Rafael,672,4574,83410,111,2,4029,Contemporary
1178,"100 Thorndale Dr #250,San Rafael, CA 94903",250000,2,2,1150,San Rafael,94903,597,Condo,1985,San Rafael,29160,7045,363547,217,2,5229,Contemporary
